angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.02,,"[87, 68, 237, 333]",,0.0,,0.13,,0.34,,0.36,,0.05,,0.09,
0.02,,"[87, 69, 236, 331]",,0.0,,0.17,,0.28,,0.35,,0.06,,0.11,
0.03,,"[84, 63, 237, 328]",,0.0,,0.18,,0.21,,0.42,,0.04,,0.12,
0.03,,"[78, 63, 247, 331]",,0.0,,0.14,,0.22,,0.51,,0.03,,0.07,
0.03,,"[84, 66, 239, 331]",,0.0,,0.15,,0.15,,0.59,,0.04,,0.04,
0.03,,"[85, 67, 237, 329]",,0.0,,0.19,,0.11,,0.57,,0.05,,0.04,
0.03,,"[84, 64, 242, 329]",,0.0,,0.27,,0.18,,0.32,,0.07,,0.12,
0.03,,"[85, 64, 241, 329]",,0.0,,0.27,,0.18,,0.33,,0.07,,0.12,
0.05,,"[92, 67, 234, 329]",,0.0,,0.16,,0.11,,0.59,,0.05,,0.04,
0.05,,"[92, 67, 234, 329]",,0.0,,0.16,,0.11,,0.6,,0.05,,0.04,
0.05,,"[91, 68, 234, 328]",,0.0,,0.25,,0.14,,0.42,,0.08,,0.07,
0.04,,"[92, 68, 233, 328]",,0.0,,0.22,,0.13,,0.47,,0.07,,0.07,
0.05,,"[88, 68, 236, 321]",,0.0,,0.34,,0.07,,0.38,,0.09,,0.08,
0.05,,"[88, 68, 236, 321]",,0.0,,0.34,,0.07,,0.37,,0.09,,0.08,
0.04,,"[93, 66, 234, 328]",,0.0,,0.17,,0.17,,0.48,,0.05,,0.08,
0.04,,"[93, 66, 234, 328]",,0.0,,0.17,,0.17,,0.48,,0.05,,0.08,
0.05,,"[92, 66, 235, 328]",,0.0,,0.2,,0.17,,0.41,,0.06,,0.11,
0.04,,"[92, 66, 234, 328]",,0.0,,0.21,,0.17,,0.45,,0.05,,0.08,
0.04,,"[94, 66, 233, 326]",,0.0,,0.22,,0.17,,0.36,,0.06,,0.15,
0.04,0.06,"[94, 66, 233, 326]","[350, 227, 61, 90]",0.0,0.0,0.21,0.21,0.17,0.22,0.36,0.22,0.06,0.25,0.15,0.05
0.04,,"[90, 68, 239, 325]",,0.0,,0.21,,0.22,,0.39,,0.06,,0.09,
0.04,,"[89, 67, 240, 326]",,0.0,,0.22,,0.23,,0.35,,0.07,,0.09,
0.03,0.08,"[91, 68, 241, 331]","[351, 225, 61, 91]",0.0,0.0,0.31,0.21,0.25,0.15,0.24,0.24,0.11,0.28,0.06,0.04
0.05,0.08,"[92, 69, 238, 327]","[351, 225, 61, 91]",0.0,0.0,0.28,0.2,0.18,0.15,0.3,0.24,0.1,0.29,0.09,0.04
0.05,,"[93, 70, 239, 328]",,0.0,,0.34,,0.16,,0.27,,0.12,,0.07,
0.05,,"[93, 70, 239, 328]",,0.0,,0.34,,0.16,,0.27,,0.12,,0.07,
0.05,,"[94, 70, 238, 326]",,0.0,,0.2,,0.24,,0.37,,0.07,,0.07,
0.05,,"[94, 70, 238, 326]",,0.0,,0.19,,0.24,,0.38,,0.07,,0.07,
0.06,,"[93, 73, 239, 323]",,0.0,,0.27,,0.16,,0.36,,0.07,,0.08,
0.05,,"[93, 72, 238, 324]",,0.0,,0.27,,0.19,,0.34,,0.07,,0.08,
0.07,0.1,"[93, 73, 239, 324]","[352, 227, 60, 92]",0.0,0.0,0.31,0.22,0.12,0.14,0.31,0.21,0.09,0.28,0.08,0.05
0.07,,"[93, 74, 239, 323]",,0.0,,0.33,,0.11,,0.31,,0.1,,0.07,
0.05,,"[92, 73, 239, 324]",,0.0,,0.31,,0.12,,0.33,,0.07,,0.12,
0.06,,"[92, 75, 239, 322]",,0.0,,0.29,,0.12,,0.38,,0.08,,0.07,
0.04,,"[91, 73, 240, 324]",,0.0,,0.35,,0.13,,0.29,,0.1,,0.09,
0.04,,"[91, 73, 240, 324]",,0.0,,0.35,,0.13,,0.28,,0.11,,0.09,
0.03,,"[92, 72, 237, 325]",,0.0,,0.39,,0.08,,0.29,,0.11,,0.09,
0.04,,"[92, 74, 237, 323]",,0.0,,0.38,,0.09,,0.28,,0.09,,0.11,
0.03,,"[93, 67, 239, 326]",,0.0,,0.34,,0.24,,0.05,,0.07,,0.26,
0.03,,"[93, 66, 240, 327]",,0.0,,0.35,,0.19,,0.06,,0.07,,0.3,
0.03,,"[92, 65, 240, 329]",,0.0,,0.35,,0.2,,0.1,,0.07,,0.25,
0.03,,"[92, 65, 240, 329]",,0.0,,0.33,,0.21,,0.1,,0.07,,0.26,
0.03,,"[91, 67, 240, 328]",,0.0,,0.32,,0.29,,0.08,,0.08,,0.2,
0.03,,"[91, 66, 240, 329]",,0.0,,0.32,,0.28,,0.1,,0.06,,0.21,
0.1,,"[92, 72, 236, 322]",,0.0,,0.47,,0.08,,0.14,,0.1,,0.11,
0.06,,"[92, 70, 237, 324]",,0.0,,0.4,,0.15,,0.15,,0.1,,0.14,
0.1,,"[92, 72, 237, 324]",,0.0,,0.49,,0.05,,0.11,,0.1,,0.15,
0.1,,"[92, 72, 237, 324]",,0.0,,0.48,,0.05,,0.11,,0.1,,0.15,
0.11,,"[92, 73, 237, 325]",,0.0,,0.36,,0.08,,0.19,,0.11,,0.14,
0.08,,"[92, 70, 238, 328]",,0.0,,0.43,,0.09,,0.09,,0.14,,0.17,
0.07,,"[88, 76, 238, 323]",,0.0,,0.24,,0.24,,0.33,,0.07,,0.06,
0.06,,"[97, 73, 233, 331]",,0.0,,0.42,,0.0,,0.26,,0.07,,0.19,
0.06,,"[97, 73, 233, 331]",,0.0,,0.44,,0.0,,0.25,,0.07,,0.18,
0.06,,"[93, 66, 242, 332]",,0.0,,0.47,,0.0,,0.18,,0.03,,0.26,
0.08,,"[93, 73, 239, 321]",,0.0,,0.56,,0.0,,0.07,,0.03,,0.25,
0.06,,"[91, 66, 243, 332]",,0.0,,0.36,,0.0,,0.3,,0.05,,0.24,
0.06,,"[92, 66, 242, 330]",,0.0,,0.33,,0.0,,0.34,,0.04,,0.23,
0.07,,"[93, 67, 241, 326]",,0.0,,0.26,,0.0,,0.49,,0.05,,0.13,
0.06,,"[93, 67, 241, 327]",,0.0,,0.24,,0.0,,0.51,,0.05,,0.14,
0.06,,"[93, 66, 241, 328]",,0.0,,0.26,,0.0,,0.53,,0.05,,0.1,
0.06,,"[94, 67, 240, 326]",,0.0,,0.29,,0.0,,0.49,,0.05,,0.11,
0.07,,"[92, 65, 241, 329]",,0.0,,0.3,,0.0,,0.44,,0.05,,0.14,
0.06,,"[92, 65, 242, 330]",,0.0,,0.34,,0.0,,0.33,,0.05,,0.21,
0.05,,"[91, 64, 242, 331]",,0.0,,0.52,,0.0,,0.18,,0.05,,0.19,
0.06,,"[91, 65, 241, 330]",,0.0,,0.53,,0.0,,0.16,,0.05,,0.2,
0.06,,"[90, 64, 242, 333]",,0.0,,0.53,,0.0,,0.17,,0.05,,0.19,
0.07,,"[89, 64, 243, 332]",,0.0,,0.55,,0.0,,0.16,,0.05,,0.17,
0.07,,"[89, 66, 241, 328]",,0.0,,0.32,,0.0,,0.47,,0.04,,0.1,
0.06,,"[89, 66, 241, 328]",,0.0,,0.3,,0.0,,0.48,,0.04,,0.11,
0.11,,"[84, 60, 245, 327]",,0.0,,0.34,,0.0,,0.33,,0.05,,0.16,
0.1,,"[84, 61, 244, 326]",,0.0,,0.39,,0.0,,0.27,,0.05,,0.18,
0.06,,"[89, 66, 239, 327]",,0.0,,0.24,,0.0,,0.58,,0.05,,0.07,
0.05,,"[88, 66, 239, 327]",,0.0,,0.24,,0.0,,0.6,,0.04,,0.07,
0.05,,"[87, 66, 240, 331]",,0.0,,0.39,,0.0,,0.3,,0.04,,0.21,
0.05,,"[87, 66, 240, 331]",,0.0,,0.38,,0.0,,0.3,,0.04,,0.23,
0.11,,"[87, 67, 241, 332]",,0.0,,0.5,,0.0,,0.22,,0.05,,0.11,
0.11,,"[88, 67, 240, 332]",,0.0,,0.51,,0.01,,0.22,,0.05,,0.11,
0.17,,"[89, 69, 238, 328]",,0.0,,0.56,,0.0,,0.13,,0.06,,0.08,
0.18,,"[88, 69, 239, 328]",,0.0,,0.55,,0.0,,0.13,,0.06,,0.08,
0.14,,"[89, 69, 239, 328]",,0.0,,0.63,,0.0,,0.09,,0.04,,0.11,
0.15,,"[89, 69, 238, 329]",,0.0,,0.56,,0.0,,0.13,,0.05,,0.11,
0.12,,"[88, 69, 240, 328]",,0.0,,0.59,,0.0,,0.11,,0.05,,0.13,
0.15,,"[89, 69, 239, 329]",,0.0,,0.59,,0.0,,0.12,,0.05,,0.09,
0.14,,"[90, 70, 239, 328]",,0.0,,0.6,,0.0,,0.11,,0.05,,0.1,
0.13,,"[90, 70, 239, 328]",,0.0,,0.63,,0.0,,0.1,,0.05,,0.09,
0.08,,"[91, 69, 239, 329]",,0.0,,0.6,,0.0,,0.12,,0.06,,0.15,
0.08,,"[91, 69, 239, 329]",,0.0,,0.61,,0.0,,0.12,,0.06,,0.13,
0.07,,"[91, 69, 238, 328]",,0.0,,0.55,,0.0,,0.18,,0.07,,0.14,
0.07,,"[91, 69, 238, 328]",,0.0,,0.55,,0.0,,0.17,,0.07,,0.13,
0.07,,"[92, 69, 238, 325]",,0.0,,0.48,,0.0,,0.23,,0.07,,0.14,
0.07,,"[92, 69, 238, 325]",,0.0,,0.47,,0.0,,0.24,,0.07,,0.15,
0.08,,"[91, 69, 240, 325]",,0.0,,0.45,,0.0,,0.25,,0.06,,0.15,
0.08,,"[91, 69, 240, 325]",,0.0,,0.44,,0.0,,0.26,,0.07,,0.16,
0.07,,"[93, 70, 239, 325]",,0.0,,0.53,,0.0,,0.13,,0.07,,0.19,
0.07,,"[93, 70, 239, 325]",,0.0,,0.54,,0.0,,0.13,,0.07,,0.19,
0.06,,"[101, 68, 232, 335]",,0.0,,0.42,,0.0,,0.29,,0.07,,0.16,
0.06,,"[101, 68, 232, 335]",,0.0,,0.42,,0.0,,0.29,,0.07,,0.15,
0.05,,"[101, 69, 234, 331]",,0.0,,0.16,,0.01,,0.69,,0.05,,0.04,
0.06,,"[101, 67, 234, 333]",,0.0,,0.23,,0.01,,0.58,,0.08,,0.05,
0.06,,"[96, 77, 237, 309]",,0.0,,0.28,,0.01,,0.56,,0.07,,0.02,
0.07,,"[95, 75, 238, 312]",,0.0,,0.29,,0.01,,0.54,,0.07,,0.02,
0.1,,"[96, 76, 238, 312]",,0.0,,0.3,,0.01,,0.5,,0.07,,0.02,
0.09,,"[96, 77, 237, 310]",,0.0,,0.33,,0.01,,0.47,,0.08,,0.02,
0.15,,"[96, 77, 238, 313]",,0.0,,0.31,,0.01,,0.45,,0.07,,0.02,
0.13,,"[97, 77, 237, 312]",,0.0,,0.36,,0.0,,0.43,,0.06,,0.02,
0.27,,"[95, 76, 239, 315]",,0.0,,0.42,,0.0,,0.23,,0.07,,0.02,
0.08,,"[102, 72, 238, 332]",,0.0,,0.21,,0.02,,0.6,,0.07,,0.01,
0.33,,"[96, 76, 239, 315]",,0.0,,0.38,,0.0,,0.18,,0.08,,0.02,
0.33,,"[96, 75, 239, 316]",,0.0,,0.38,,0.0,,0.2,,0.07,,0.02,
0.43,,"[96, 76, 238, 315]",,0.0,,0.36,,0.0,,0.1,,0.1,,0.01,
0.42,,"[96, 76, 238, 315]",,0.0,,0.35,,0.0,,0.11,,0.11,,0.01,
0.37,,"[100, 73, 239, 327]",,0.0,,0.41,,0.01,,0.11,,0.07,,0.02,
0.35,,"[100, 74, 239, 326]",,0.0,,0.45,,0.01,,0.08,,0.08,,0.03,
0.21,,"[99, 73, 240, 330]",,0.0,,0.5,,0.01,,0.1,,0.16,,0.02,
0.21,,"[99, 73, 241, 329]",,0.0,,0.55,,0.01,,0.08,,0.13,,0.03,
0.28,,"[98, 73, 241, 327]",,0.0,,0.46,,0.01,,0.12,,0.08,,0.05,
0.28,,"[97, 73, 242, 327]",,0.0,,0.47,,0.01,,0.12,,0.08,,0.05,
0.15,,"[100, 76, 238, 328]",,0.0,,0.5,,0.02,,0.21,,0.11,,0.02,
0.13,,"[99, 75, 239, 330]",,0.0,,0.41,,0.02,,0.32,,0.1,,0.02,
0.11,,"[99, 74, 238, 324]",,0.0,,0.45,,0.01,,0.29,,0.08,,0.06,
0.1,,"[99, 75, 238, 323]",,0.0,,0.43,,0.01,,0.33,,0.08,,0.04,
0.1,,"[97, 75, 239, 320]",,0.0,,0.5,,0.0,,0.24,,0.1,,0.06,
0.11,,"[97, 75, 239, 319]",,0.0,,0.55,,0.0,,0.21,,0.07,,0.07,
0.05,,"[95, 76, 238, 313]",,0.0,,0.24,,0.01,,0.6,,0.06,,0.04,
0.06,,"[95, 76, 239, 313]",,0.0,,0.25,,0.01,,0.58,,0.06,,0.04,
0.07,,"[96, 72, 240, 316]",,0.0,,0.23,,0.01,,0.58,,0.05,,0.06,
0.07,,"[95, 72, 240, 316]",,0.0,,0.23,,0.01,,0.59,,0.05,,0.05,
0.07,,"[99, 74, 238, 316]",,0.0,,0.3,,0.02,,0.48,,0.08,,0.04,
0.06,,"[99, 75, 239, 315]",,0.0,,0.31,,0.02,,0.46,,0.07,,0.09,
0.07,,"[100, 72, 236, 320]",,0.0,,0.24,,0.03,,0.53,,0.11,,0.02,
0.07,,"[100, 72, 236, 320]",,0.0,,0.23,,0.03,,0.55,,0.1,,0.02,
0.06,,"[94, 62, 239, 317]",,0.0,,0.11,,0.4,,0.33,,0.09,,0.01,
0.06,,"[94, 62, 239, 317]",,0.0,,0.12,,0.37,,0.34,,0.09,,0.01,
0.05,,"[97, 70, 242, 315]",,0.0,,0.23,,0.18,,0.39,,0.15,,0.0,
0.05,,"[98, 71, 241, 313]",,0.0,,0.23,,0.19,,0.38,,0.15,,0.0,
0.04,,"[100, 67, 243, 315]",,0.0,,0.19,,0.32,,0.3,,0.15,,0.01,
0.04,,"[100, 67, 242, 315]",,0.0,,0.17,,0.33,,0.3,,0.15,,0.01,
0.03,,"[102, 67, 247, 318]",,0.0,,0.12,,0.46,,0.31,,0.08,,0.0,
0.03,,"[103, 67, 247, 319]",,0.0,,0.13,,0.42,,0.31,,0.1,,0.0,
0.04,,"[109, 68, 244, 317]",,0.0,,0.13,,0.53,,0.15,,0.15,,0.0,
0.04,,"[109, 68, 244, 317]",,0.0,,0.13,,0.51,,0.16,,0.16,,0.0,
0.01,,"[117, 70, 241, 311]",,0.0,,0.03,,0.89,,0.04,,0.03,,0.0,
0.01,,"[117, 72, 240, 309]",,0.0,,0.04,,0.86,,0.05,,0.04,,0.0,
0.01,,"[125, 73, 243, 313]",,0.0,,0.02,,0.85,,0.06,,0.06,,0.0,
0.0,,"[124, 72, 244, 314]",,0.0,,0.02,,0.9,,0.05,,0.03,,0.0,
0.01,,"[131, 73, 240, 311]",,0.0,,0.01,,0.9,,0.06,,0.02,,0.0,
0.01,,"[130, 73, 241, 311]",,0.0,,0.02,,0.9,,0.06,,0.03,,0.0,
0.0,,"[141, 81, 238, 305]",,0.0,,0.01,,0.93,,0.05,,0.01,,0.0,
0.0,,"[141, 81, 238, 305]",,0.0,,0.01,,0.93,,0.05,,0.01,,0.0,
0.01,,"[146, 84, 238, 303]",,0.0,,0.02,,0.88,,0.07,,0.03,,0.0,
0.01,,"[146, 83, 238, 304]",,0.0,,0.02,,0.87,,0.07,,0.04,,0.0,
0.01,,"[149, 88, 235, 297]",,0.0,,0.02,,0.87,,0.06,,0.04,,0.0,
0.01,,"[149, 88, 235, 297]",,0.0,,0.02,,0.86,,0.07,,0.04,,0.0,
0.01,,"[154, 87, 235, 302]",,0.0,,0.01,,0.89,,0.07,,0.02,,0.0,
0.01,,"[154, 87, 235, 302]",,0.0,,0.01,,0.89,,0.07,,0.02,,0.0,
0.01,,"[154, 88, 237, 301]",,0.0,,0.03,,0.83,,0.08,,0.06,,0.0,
0.01,,"[155, 87, 236, 300]",,0.0,,0.03,,0.83,,0.06,,0.07,,0.0,
0.0,,"[157, 86, 237, 307]",,0.0,,0.02,,0.86,,0.09,,0.03,,0.0,
0.0,,"[157, 87, 236, 306]",,0.0,,0.01,,0.88,,0.08,,0.02,,0.0,
0.01,,"[157, 89, 235, 300]",,0.0,,0.02,,0.79,,0.12,,0.06,,0.0,
0.01,,"[157, 89, 235, 300]",,0.0,,0.02,,0.79,,0.12,,0.06,,0.0,
0.01,,"[158, 88, 235, 301]",,0.0,,0.03,,0.78,,0.11,,0.07,,0.0,
0.01,,"[158, 88, 235, 301]",,0.0,,0.02,,0.78,,0.11,,0.07,,0.0,
0.01,,"[159, 88, 233, 301]",,0.0,,0.03,,0.78,,0.11,,0.07,,0.0,
0.01,,"[159, 88, 232, 302]",,0.0,,0.02,,0.8,,0.11,,0.06,,0.0,
0.0,,"[160, 88, 233, 304]",,0.0,,0.01,,0.93,,0.05,,0.01,,0.0,
0.0,,"[159, 88, 234, 304]",,0.0,,0.0,,0.95,,0.04,,0.01,,0.0,
0.0,,"[161, 88, 232, 305]",,0.0,,0.0,,0.95,,0.04,,0.01,,0.0,
0.0,,"[161, 88, 232, 305]",,0.0,,0.0,,0.95,,0.04,,0.01,,0.0,
0.01,,"[160, 87, 234, 309]",,0.0,,0.0,,0.95,,0.03,,0.01,,0.0,
0.0,,"[160, 87, 234, 309]",,0.0,,0.0,,0.95,,0.03,,0.01,,0.0,
0.01,,"[162, 88, 233, 308]",,0.0,,0.01,,0.9,,0.04,,0.03,,0.0,
0.01,,"[162, 88, 233, 308]",,0.0,,0.01,,0.91,,0.04,,0.03,,0.0,
0.01,,"[162, 90, 230, 306]",,0.0,,0.0,,0.96,,0.02,,0.01,,0.0,
0.01,,"[162, 90, 230, 306]",,0.0,,0.0,,0.96,,0.02,,0.01,,0.0,
0.0,,"[162, 90, 231, 307]",,0.0,,0.0,,0.97,,0.02,,0.01,,0.0,
0.01,,"[162, 89, 231, 307]",,0.0,,0.01,,0.96,,0.02,,0.01,,0.0,
0.0,,"[162, 90, 230, 305]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[162, 90, 230, 305]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[162, 88, 230, 306]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[162, 88, 230, 306]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[162, 87, 230, 306]",,0.0,,0.0,,0.97,,0.02,,0.0,,0.0,
0.0,,"[162, 87, 229, 306]",,0.0,,0.0,,0.97,,0.02,,0.0,,0.0,
0.0,,"[162, 87, 230, 305]",,0.0,,0.0,,0.96,,0.02,,0.01,,0.0,
0.0,,"[163, 87, 228, 304]",,0.0,,0.0,,0.97,,0.02,,0.01,,0.0,
0.01,,"[163, 88, 228, 302]",,0.0,,0.01,,0.96,,0.02,,0.01,,0.0,
0.01,,"[163, 88, 228, 302]",,0.0,,0.01,,0.95,,0.02,,0.01,,0.0,
0.0,,"[162, 87, 229, 304]",,0.0,,0.0,,0.97,,0.02,,0.01,,0.0,
0.0,,"[163, 87, 227, 303]",,0.0,,0.0,,0.96,,0.02,,0.01,,0.0,
0.0,,"[160, 85, 231, 308]",,0.0,,0.0,,0.97,,0.02,,0.0,,0.0,
0.0,,"[160, 85, 230, 308]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.03,,"[160, 82, 231, 311]",,0.0,,0.06,,0.77,,0.11,,0.03,,0.0,
0.03,,"[160, 82, 231, 311]",,0.0,,0.06,,0.76,,0.12,,0.03,,0.0,
0.11,,"[162, 83, 231, 310]",,0.0,,0.51,,0.03,,0.2,,0.15,,0.0,
0.14,,"[162, 83, 231, 311]",,0.0,,0.48,,0.02,,0.2,,0.15,,0.0,
0.06,,"[162, 81, 234, 313]",,0.0,,0.62,,0.0,,0.15,,0.15,,0.02,
0.06,,"[162, 81, 234, 314]",,0.0,,0.61,,0.0,,0.15,,0.15,,0.02,
0.01,,"[157, 74, 239, 324]",,0.0,,0.53,,0.0,,0.0,,0.01,,0.45,
0.01,,"[157, 74, 239, 324]",,0.0,,0.53,,0.0,,0.0,,0.01,,0.46,
0.0,,"[158, 69, 236, 330]",,0.0,,0.39,,0.0,,0.0,,0.0,,0.6,
0.0,,"[158, 68, 236, 331]",,0.0,,0.4,,0.0,,0.0,,0.0,,0.6,
0.0,,"[157, 61, 245, 340]",,0.0,,0.23,,0.0,,0.0,,0.0,,0.77,
0.0,,"[157, 61, 245, 340]",,0.0,,0.23,,0.0,,0.0,,0.0,,0.76,
0.0,,"[155, 55, 243, 345]",,0.0,,0.08,,0.0,,0.0,,0.0,,0.92,
0.0,,"[155, 55, 243, 345]",,0.0,,0.08,,0.0,,0.0,,0.0,,0.92,
0.0,,"[153, 50, 245, 348]",,0.0,,0.05,,0.0,,0.0,,0.0,,0.94,
0.0,,"[154, 49, 244, 349]",,0.0,,0.07,,0.0,,0.0,,0.0,,0.92,
0.0,,"[155, 51, 245, 345]",,0.0,,0.03,,0.0,,0.0,,0.0,,0.97,
0.0,,"[154, 51, 245, 346]",,0.0,,0.03,,0.0,,0.0,,0.0,,0.97,
0.0,,"[156, 51, 244, 344]",,0.0,,0.06,,0.0,,0.0,,0.0,,0.94,
0.0,,"[156, 51, 244, 344]",,0.0,,0.06,,0.0,,0.0,,0.0,,0.94,
0.0,,"[161, 54, 244, 341]",,0.0,,0.04,,0.0,,0.0,,0.0,,0.96,
0.0,,"[161, 54, 244, 340]",,0.0,,0.04,,0.0,,0.0,,0.0,,0.95,
0.0,,"[168, 58, 239, 335]",,0.0,,0.06,,0.0,,0.0,,0.0,,0.93,
0.0,,"[168, 58, 240, 335]",,0.0,,0.05,,0.0,,0.0,,0.0,,0.95,
0.0,,"[176, 68, 239, 321]",,0.0,,0.05,,0.0,,0.0,,0.0,,0.94,
0.0,,"[173, 64, 237, 327]",,0.0,,0.12,,0.0,,0.0,,0.0,,0.87,
0.0,,"[179, 73, 233, 318]",,0.0,,0.05,,0.01,,0.0,,0.0,,0.94,
0.0,,"[179, 73, 233, 319]",,0.0,,0.04,,0.0,,0.0,,0.0,,0.95,
0.0,,"[179, 75, 233, 318]",,0.0,,0.05,,0.01,,0.0,,0.0,,0.94,
0.0,,"[179, 75, 233, 318]",,0.0,,0.05,,0.01,,0.0,,0.0,,0.94,
0.0,,"[175, 76, 234, 317]",,0.0,,0.04,,0.01,,0.0,,0.0,,0.94,
0.0,,"[175, 76, 234, 317]",,0.0,,0.04,,0.01,,0.0,,0.0,,0.94,
0.01,,"[171, 74, 234, 317]",,0.0,,0.08,,0.02,,0.01,,0.01,,0.87,
0.01,,"[171, 74, 233, 317]",,0.0,,0.09,,0.02,,0.01,,0.01,,0.86,
0.01,,"[167, 72, 236, 322]",,0.0,,0.06,,0.01,,0.0,,0.0,,0.92,
0.01,,"[170, 71, 229, 322]",,0.0,,0.07,,0.01,,0.0,,0.01,,0.91,
0.01,,"[164, 71, 228, 321]",,0.0,,0.06,,0.01,,0.0,,0.0,,0.92,
0.01,,"[165, 71, 227, 321]",,0.0,,0.06,,0.01,,0.0,,0.0,,0.92,
0.01,,"[159, 77, 231, 310]",,0.0,,0.11,,0.01,,0.0,,0.0,,0.87,
0.01,,"[159, 77, 231, 310]",,0.0,,0.11,,0.01,,0.0,,0.0,,0.87,
0.01,,"[153, 77, 231, 310]",,0.0,,0.09,,0.01,,0.0,,0.0,,0.89,
0.01,,"[153, 77, 231, 310]",,0.0,,0.09,,0.01,,0.0,,0.0,,0.89,
0.02,,"[148, 74, 231, 322]",,0.0,,0.17,,0.05,,0.0,,0.01,,0.75,
0.02,,"[149, 74, 230, 321]",,0.0,,0.17,,0.03,,0.0,,0.01,,0.78,
0.02,,"[147, 75, 232, 317]",,0.0,,0.18,,0.04,,0.0,,0.02,,0.73,
0.03,,"[147, 74, 231, 318]",,0.0,,0.18,,0.04,,0.0,,0.03,,0.72,
0.02,,"[142, 76, 230, 315]",,0.0,,0.12,,0.03,,0.0,,0.01,,0.81,
0.02,,"[142, 76, 231, 315]",,0.0,,0.12,,0.03,,0.0,,0.01,,0.81,
0.02,,"[140, 75, 230, 314]",,0.0,,0.07,,0.02,,0.0,,0.01,,0.88,
0.01,,"[140, 75, 231, 315]",,0.0,,0.09,,0.03,,0.0,,0.01,,0.86,
0.02,,"[133, 72, 233, 325]",,0.0,,0.1,,0.09,,0.0,,0.01,,0.78,
0.02,,"[133, 73, 233, 324]",,0.0,,0.08,,0.14,,0.0,,0.01,,0.74,
0.02,,"[129, 72, 233, 324]",,0.0,,0.07,,0.07,,0.0,,0.01,,0.83,
0.02,,"[129, 72, 233, 323]",,0.0,,0.08,,0.05,,0.0,,0.01,,0.85,
0.03,,"[127, 72, 232, 322]",,0.0,,0.09,,0.06,,0.0,,0.01,,0.8,
0.04,,"[127, 72, 233, 323]",,0.0,,0.08,,0.08,,0.0,,0.01,,0.78,
0.02,,"[122, 68, 234, 328]",,0.0,,0.11,,0.04,,0.0,,0.02,,0.81,
0.02,,"[122, 68, 234, 328]",,0.0,,0.1,,0.04,,0.0,,0.02,,0.82,
0.03,,"[121, 66, 235, 330]",,0.0,,0.07,,0.04,,0.0,,0.04,,0.81,
0.03,,"[121, 65, 235, 331]",,0.0,,0.06,,0.03,,0.0,,0.04,,0.84,
0.07,,"[120, 69, 238, 330]",,0.0,,0.07,,0.23,,0.0,,0.04,,0.59,
0.07,,"[121, 70, 236, 329]",,0.0,,0.07,,0.25,,0.0,,0.03,,0.58,
0.04,,"[117, 64, 238, 334]",,0.0,,0.05,,0.07,,0.0,,0.05,,0.79,
0.04,,"[118, 63, 237, 335]",,0.0,,0.05,,0.06,,0.0,,0.05,,0.79,
0.07,,"[117, 73, 236, 325]",,0.0,,0.05,,0.56,,0.01,,0.07,,0.24,
0.07,,"[117, 73, 236, 325]",,0.0,,0.05,,0.56,,0.01,,0.07,,0.23,
0.01,,"[116, 79, 234, 321]",,0.0,,0.0,,0.92,,0.0,,0.01,,0.06,
0.01,,"[116, 79, 234, 321]",,0.0,,0.0,,0.92,,0.0,,0.01,,0.05,
0.04,,"[114, 78, 235, 321]",,0.0,,0.01,,0.87,,0.0,,0.04,,0.03,
0.04,,"[114, 78, 234, 321]",,0.0,,0.01,,0.86,,0.0,,0.05,,0.03,
0.04,,"[112, 76, 237, 324]",,0.0,,0.02,,0.83,,0.01,,0.07,,0.03,
0.04,,"[112, 76, 237, 324]",,0.0,,0.02,,0.84,,0.01,,0.07,,0.03,
0.07,,"[109, 74, 241, 327]",,0.0,,0.04,,0.67,,0.01,,0.15,,0.06,
0.08,,"[109, 74, 240, 327]",,0.0,,0.04,,0.66,,0.01,,0.16,,0.06,
0.03,,"[107, 73, 242, 330]",,0.0,,0.03,,0.79,,0.0,,0.09,,0.05,
0.02,,"[108, 73, 241, 331]",,0.0,,0.02,,0.86,,0.0,,0.06,,0.03,
0.02,,"[105, 70, 244, 336]",,0.0,,0.02,,0.88,,0.01,,0.05,,0.04,
0.02,,"[104, 70, 244, 336]",,0.0,,0.02,,0.86,,0.01,,0.05,,0.04,
0.06,,"[101, 68, 245, 337]",,0.0,,0.07,,0.48,,0.01,,0.27,,0.11,
0.07,,"[101, 68, 245, 337]",,0.0,,0.07,,0.47,,0.01,,0.27,,0.11,
0.05,,"[98, 68, 247, 339]",,0.0,,0.03,,0.67,,0.01,,0.09,,0.16,
0.04,,"[98, 68, 247, 339]",,0.0,,0.03,,0.68,,0.01,,0.09,,0.15,
0.03,,"[96, 67, 248, 341]",,0.0,,0.03,,0.67,,0.01,,0.07,,0.2,
0.04,,"[96, 68, 248, 339]",,0.0,,0.04,,0.6,,0.01,,0.11,,0.19,
0.03,,"[94, 68, 249, 341]",,0.0,,0.02,,0.71,,0.01,,0.05,,0.18,
